,LargeCategoryId,MediumCategoryId,SmallCategoryId,yearId,colorId,segment,file_name,file_path
21,중형차,아우디,A4,2017,회색,front_and_back,C_211221_AU_006_17_GR_C_T_03_023.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2017_회색_트림/C_211221_AU_006_17_GR_C_T_03_023.jpg
22,중형차,아우디,A4,2017,흰색,side,C_211222_AU_006_17_WH_A_T_02_004.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2017_흰색_트림/C_211222_AU_006_17_WH_A_T_02_004.jpg
23,중형차,아우디,A4,2017,흰색,side,C_211222_AU_006_17_WH_A_T_02_010.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2017_흰색_트림/C_211222_AU_006_17_WH_A_T_02_010.jpg
24,중형차,아우디,A4,2017,흰색,front_and_back,C_211222_AU_006_17_WH_A_T_03_019.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2017_흰색_트림/C_211222_AU_006_17_WH_A_T_03_019.jpg
25,중형차,아우디,A4,2018,회색,side,C_211126_AU_006_18_GR_A_T_02_003.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2018_회색_트림/C_211126_AU_006_18_GR_A_T_02_003.jpg
26,중형차,아우디,A4,2018,회색,side,C_211126_AU_006_18_GR_A_T_02_009.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2018_회색_트림/C_211126_AU_006_18_GR_A_T_02_009.jpg
27,중형차,아우디,A4,2018,회색,side,C_211126_AU_006_18_GR_A_T_03_018.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2018_회색_트림/C_211126_AU_006_18_GR_A_T_03_018.jpg
28,중형차,아우디,A4,2018,회색,side,C_211126_AU_006_18_GR_A_T_03_020.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2018_회색_트림/C_211126_AU_006_18_GR_A_T_03_020.jpg
29,중형차,아우디,A4,2018,회색,side,C_211126_AU_006_18_GR_A_T_03_023.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2018_회색_트림/C_211126_AU_006_18_GR_A_T_03_023.jpg
30,중형차,아우디,A4,2018,흰색,side,C_211222_AU_006_18_WH_A_T_02_001.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2018_흰색_트림/C_211222_AU_006_18_WH_A_T_02_001.jpg
31,중형차,아우디,A4,2018,흰색,side,C_211222_AU_006_18_WH_A_T_02_010.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2018_흰색_트림/C_211222_AU_006_18_WH_A_T_02_010.jpg
32,중형차,아우디,A4,2018,흰색,side,C_211222_AU_006_18_WH_A_T_03_003.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2018_흰색_트림/C_211222_AU_006_18_WH_A_T_03_003.jpg
33,중형차,아우디,A4,2018,흰색,side,C_211222_AU_006_18_WH_A_T_03_014.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2018_흰색_트림/C_211222_AU_006_18_WH_A_T_03_014.jpg
34,중형차,아우디,A4,2018,흰색,side,C_211222_AU_006_18_WH_A_T_03_015.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/006_A4/2018_흰색_트림/C_211222_AU_006_18_WH_A_T_03_015.jpg
35,중형차,아우디,A6,2017,검정,side,C_211011_AU_007_17_BK_A_T_02_004.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211011_AU_007_17_BK_A_T_02_004.jpg
36,중형차,아우디,A6,2017,검정,side,C_211011_AU_007_17_BK_A_T_03_004.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211011_AU_007_17_BK_A_T_03_004.jpg
37,중형차,아우디,A6,2017,검정,side,C_211011_AU_007_17_BK_A_T_03_009.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211011_AU_007_17_BK_A_T_03_009.jpg
38,중형차,아우디,A6,2017,검정,side,C_211011_AU_007_17_BK_A_T_03_018.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211011_AU_007_17_BK_A_T_03_018.jpg
39,중형차,아우디,A6,2017,검정,side,C_211203_AU_007_17_BK_A_T_02_008.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211203_AU_007_17_BK_A_T_02_008.jpg
40,중형차,아우디,A6,2017,검정,side,C_211203_AU_007_17_BK_A_T_03_012.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211203_AU_007_17_BK_A_T_03_012.jpg
41,중형차,아우디,A6,2017,검정,side,C_211203_AU_007_17_BK_A_T_03_013.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211203_AU_007_17_BK_A_T_03_013.jpg
42,중형차,아우디,A6,2017,검정,front_and_back,C_211208_AU_007_17_BK_B_T_03_009.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211208_AU_007_17_BK_B_T_03_009.jpg
43,중형차,아우디,A6,2017,검정,front_and_back,C_211208_AU_007_17_BK_B_T_03_020.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211208_AU_007_17_BK_B_T_03_020.jpg
44,중형차,아우디,A6,2017,검정,side,C_211210_AU_007_17_BK_B_T_02_010.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211210_AU_007_17_BK_B_T_02_010.jpg
45,중형차,아우디,A6,2017,검정,side,C_211210_AU_007_17_BK_B_T_03_012.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211210_AU_007_17_BK_B_T_03_012.jpg
46,중형차,아우디,A6,2017,검정,side,C_211210_AU_007_17_BK_B_T_03_024.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211210_AU_007_17_BK_B_T_03_024.jpg
47,중형차,아우디,A6,2017,검정,side,C_211216_AU_007_17_BK_C_T_02_001.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211216_AU_007_17_BK_C_T_02_001.jpg
48,중형차,아우디,A6,2017,검정,side,C_211216_AU_007_17_BK_C_T_03_003.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211216_AU_007_17_BK_C_T_03_003.jpg
49,중형차,아우디,A6,2017,검정,side,C_211216_AU_007_17_BK_C_T_03_012.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_검정_트림/C_211216_AU_007_17_BK_C_T_03_012.jpg
50,중형차,아우디,A6,2017,파랑,side,C_211215_AU_007_17_BL_A_T_02_007.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_파랑_트림/C_211215_AU_007_17_BL_A_T_02_007.jpg
51,중형차,아우디,A6,2017,파랑,side,C_211215_AU_007_17_BL_A_T_03_011.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_파랑_트림/C_211215_AU_007_17_BL_A_T_03_011.jpg
52,중형차,아우디,A6,2017,회색,side,C_211216_AU_007_17_GR_A_T_02_001.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_회색_트림/C_211216_AU_007_17_GR_A_T_02_001.jpg
53,중형차,아우디,A6,2017,회색,side,C_211216_AU_007_17_GR_A_T_03_008.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_회색_트림/C_211216_AU_007_17_GR_A_T_03_008.jpg
54,중형차,아우디,A6,2017,회색,front_and_back,C_211216_AU_007_17_GR_A_T_03_011.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_회색_트림/C_211216_AU_007_17_GR_A_T_03_011.jpg
55,중형차,아우디,A6,2017,회색,side,C_211216_AU_007_17_GR_A_T_03_018.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_회색_트림/C_211216_AU_007_17_GR_A_T_03_018.jpg
56,중형차,아우디,A6,2017,회색,side,C_211216_AU_007_17_GR_A_T_03_021.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_회색_트림/C_211216_AU_007_17_GR_A_T_03_021.jpg
57,중형차,아우디,A6,2017,흰색,side,C_211129_AU_007_17_WH_A_T_03_004.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211129_AU_007_17_WH_A_T_03_004.jpg
58,중형차,아우디,A6,2017,흰색,side,C_211129_AU_007_17_WH_A_T_03_006.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211129_AU_007_17_WH_A_T_03_006.jpg
59,중형차,아우디,A6,2017,흰색,side,C_211129_AU_007_17_WH_A_T_03_020.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211129_AU_007_17_WH_A_T_03_020.jpg
60,중형차,아우디,A6,2017,흰색,side,C_211130_AU_007_17_WH_B_T_02_002.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211130_AU_007_17_WH_B_T_02_002.jpg
61,중형차,아우디,A6,2017,흰색,side,C_211130_AU_007_17_WH_B_T_03_001.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211130_AU_007_17_WH_B_T_03_001.jpg
62,중형차,아우디,A6,2017,흰색,side,C_211130_AU_007_17_WH_B_T_03_006.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211130_AU_007_17_WH_B_T_03_006.jpg
63,중형차,아우디,A6,2017,흰색,side,C_211201_AU_007_17_WH_A_T_02_011.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211201_AU_007_17_WH_A_T_02_011.jpg
64,중형차,아우디,A6,2017,흰색,front_and_back,C_211201_AU_007_17_WH_A_T_02_012.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211201_AU_007_17_WH_A_T_02_012.jpg
65,중형차,아우디,A6,2017,흰색,side,C_211206_AU_007_17_WH_C_T_02_008.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211206_AU_007_17_WH_C_T_02_008.jpg
66,중형차,아우디,A6,2017,흰색,side,C_211206_AU_007_17_WH_C_T_03_007.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211206_AU_007_17_WH_C_T_03_007.jpg
67,중형차,아우디,A6,2017,흰색,front_and_back,C_211220_AU_007_17_WH_C_T_03_006.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211220_AU_007_17_WH_C_T_03_006.jpg
68,중형차,아우디,A6,2017,흰색,side,C_211220_AU_007_17_WH_C_T_03_014.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211220_AU_007_17_WH_C_T_03_014.jpg
69,중형차,아우디,A6,2017,흰색,side,C_211220_AU_007_17_WH_C_T_03_021.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211220_AU_007_17_WH_C_T_03_021.jpg
70,중형차,아우디,A6,2017,흰색,side,C_211220_AU_007_17_WH_C_T_03_022.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211220_AU_007_17_WH_C_T_03_022.jpg
71,중형차,아우디,A6,2017,흰색,side,C_211222_AU_007_17_WH_A_T_02_003.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211222_AU_007_17_WH_A_T_02_003.jpg
72,중형차,아우디,A6,2017,흰색,side,C_211222_AU_007_17_WH_A_T_02_008.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211222_AU_007_17_WH_A_T_02_008.jpg
73,중형차,아우디,A6,2017,흰색,side,C_211222_AU_007_17_WH_A_T_03_004.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211222_AU_007_17_WH_A_T_03_004.jpg
74,중형차,아우디,A6,2017,흰색,side,C_211222_AU_007_17_WH_A_T_03_020.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211222_AU_007_17_WH_A_T_03_020.jpg
75,중형차,아우디,A6,2017,흰색,side,C_211222_AU_007_17_WH_C_T_02_001.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211222_AU_007_17_WH_C_T_02_001.jpg
76,중형차,아우디,A6,2017,흰색,side,C_211222_AU_007_17_WH_C_T_02_012.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211222_AU_007_17_WH_C_T_02_012.jpg
77,중형차,아우디,A6,2017,흰색,side,C_211222_AU_007_17_WH_C_T_03_011.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211222_AU_007_17_WH_C_T_03_011.jpg
78,중형차,아우디,A6,2017,흰색,front_and_back,C_211222_AU_007_17_WH_C_T_03_023.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2017_흰색_트림/C_211222_AU_007_17_WH_C_T_03_023.jpg
79,중형차,아우디,A6,2018,검정,side,C_211129_AU_007_18_BK_A_T_02_011.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_검정_트림/C_211129_AU_007_18_BK_A_T_02_011.jpg
80,중형차,아우디,A6,2018,검정,side,C_211129_AU_007_18_BK_A_T_03_006.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_검정_트림/C_211129_AU_007_18_BK_A_T_03_006.jpg
81,중형차,아우디,A6,2018,검정,side,C_211129_AU_007_18_BK_A_T_03_012.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_검정_트림/C_211129_AU_007_18_BK_A_T_03_012.jpg
82,중형차,아우디,A6,2018,검정,side,C_211129_AU_007_18_BK_A_T_03_016.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_검정_트림/C_211129_AU_007_18_BK_A_T_03_016.jpg
83,중형차,아우디,A6,2018,검정,side,C_211129_AU_007_18_BK_A_T_03_018.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_검정_트림/C_211129_AU_007_18_BK_A_T_03_018.jpg
84,중형차,아우디,A6,2018,검정,side,C_211129_AU_007_18_BK_A_T_03_022.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_검정_트림/C_211129_AU_007_18_BK_A_T_03_022.jpg
85,중형차,아우디,A6,2018,검정,side,C_211129_AU_007_18_BK_A_T_03_023.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_검정_트림/C_211129_AU_007_18_BK_A_T_03_023.jpg
86,중형차,아우디,A6,2018,검정,side,C_211202_AU_007_18_BK_B_T_02_008.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_검정_트림/C_211202_AU_007_18_BK_B_T_02_008.jpg
87,중형차,아우디,A6,2018,검정,side,C_211202_AU_007_18_BK_B_T_03_006.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_검정_트림/C_211202_AU_007_18_BK_B_T_03_006.jpg
88,중형차,아우디,A6,2018,검정,side,C_211202_AU_007_18_BK_B_T_03_020.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_검정_트림/C_211202_AU_007_18_BK_B_T_03_020.jpg
89,중형차,아우디,A6,2018,검정,side,C_211202_AU_007_18_BK_B_T_03_021.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_검정_트림/C_211202_AU_007_18_BK_B_T_03_021.jpg
90,중형차,아우디,A6,2018,회색,side,C_210914_AU_007_18_GR_A_T_03_007.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_회색_트림/C_210914_AU_007_18_GR_A_T_03_007.jpg
91,중형차,아우디,A6,2018,회색,side,C_210914_AU_007_18_GR_A_T_03_009.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_회색_트림/C_210914_AU_007_18_GR_A_T_03_009.jpg
92,중형차,아우디,A6,2018,회색,side,C_210914_AU_007_18_GR_A_T_03_015.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_회색_트림/C_210914_AU_007_18_GR_A_T_03_015.jpg
93,중형차,아우디,A6,2018,회색,side,C_210914_AU_007_18_GR_A_T_03_018.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_회색_트림/C_210914_AU_007_18_GR_A_T_03_018.jpg
94,중형차,아우디,A6,2018,흰색,side,C_211209_AU_007_18_WH_C_T_02_002.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_흰색_트림/C_211209_AU_007_18_WH_C_T_02_002.jpg
95,중형차,아우디,A6,2018,흰색,side,C_211209_AU_007_18_WH_C_T_03_013.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_흰색_트림/C_211209_AU_007_18_WH_C_T_03_013.jpg
96,중형차,아우디,A6,2018,흰색,front_and_back,C_211209_AU_007_18_WH_C_T_03_022.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_흰색_트림/C_211209_AU_007_18_WH_C_T_03_022.jpg
97,중형차,아우디,A6,2018,흰색,side,C_211210_AU_007_18_WH_A_T_03_003.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_흰색_트림/C_211210_AU_007_18_WH_A_T_03_003.jpg
98,중형차,아우디,A6,2018,흰색,side,C_211210_AU_007_18_WH_A_T_03_010.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_흰색_트림/C_211210_AU_007_18_WH_A_T_03_010.jpg
99,중형차,아우디,A6,2018,흰색,side,C_211210_AU_007_18_WH_A_T_03_011.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2018_흰색_트림/C_211210_AU_007_18_WH_A_T_03_011.jpg
100,중형차,아우디,A6,2019,회색,side,C_211011_AU_007_19_GR_A_T_02_009.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2019_회색_트림/C_211011_AU_007_19_GR_A_T_02_009.jpg
101,중형차,아우디,A6,2019,회색,side,C_211011_AU_007_19_GR_A_T_02_012.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2019_회색_트림/C_211011_AU_007_19_GR_A_T_02_012.jpg
102,중형차,아우디,A6,2019,회색,side,C_211011_AU_007_19_GR_A_T_03_002.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2019_회색_트림/C_211011_AU_007_19_GR_A_T_03_002.jpg
103,중형차,아우디,A6,2019,회색,side,C_211011_AU_007_19_GR_A_T_03_006.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2019_회색_트림/C_211011_AU_007_19_GR_A_T_03_006.jpg
104,중형차,아우디,A6,2020,검정,side,C_211119_AU_007_20_BK_A_T_02_007.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2020_검정_트림/C_211119_AU_007_20_BK_A_T_02_007.jpg
105,중형차,아우디,A6,2020,검정,side,C_211119_AU_007_20_BK_A_T_03_004.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2020_검정_트림/C_211119_AU_007_20_BK_A_T_03_004.jpg
106,중형차,아우디,A6,2020,검정,side,C_211119_AU_007_20_BK_A_T_03_007.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2020_검정_트림/C_211119_AU_007_20_BK_A_T_03_007.jpg
107,중형차,아우디,A6,2020,검정,side,C_211119_AU_007_20_BK_A_T_03_019.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2020_검정_트림/C_211119_AU_007_20_BK_A_T_03_019.jpg
108,중형차,아우디,A6,2020,검정,side,C_211212_AU_007_20_BK_B_T_03_001.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2020_검정_트림/C_211212_AU_007_20_BK_B_T_03_001.jpg
109,중형차,아우디,A6,2020,검정,side,C_211212_AU_007_20_BK_B_T_03_006.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2020_검정_트림/C_211212_AU_007_20_BK_B_T_03_006.jpg
110,중형차,아우디,A6,2020,검정,side,C_211212_AU_007_20_BK_B_T_03_008.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2020_검정_트림/C_211212_AU_007_20_BK_B_T_03_008.jpg
111,중형차,아우디,A6,2020,흰색,side,C_211206_AU_007_20_WH_A_T_03_004.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2020_흰색_트림/C_211206_AU_007_20_WH_A_T_03_004.jpg
112,중형차,아우디,A6,2020,흰색,side,C_211206_AU_007_20_WH_A_T_03_007.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2020_흰색_트림/C_211206_AU_007_20_WH_A_T_03_007.jpg
113,중형차,아우디,A6,2020,흰색,side,C_211206_AU_007_20_WH_A_T_03_013.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2020_흰색_트림/C_211206_AU_007_20_WH_A_T_03_013.jpg
114,중형차,아우디,A6,2020,흰색,side,C_211208_AU_007_20_WH_B_T_02_005.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2020_흰색_트림/C_211208_AU_007_20_WH_B_T_02_005.jpg
115,중형차,아우디,A6,2020,흰색,side,C_211208_AU_007_20_WH_B_T_03_014.jpg,C:/Users/USER/cp2/crop_data/VS1/AU_아우디/007_A6/2020_흰색_트림/C_211208_AU_007_20_WH_B_T_03_014.jpg
